City,Season,PM2.5 (µg/m³),PM10 (µg/m³),NO₂ (µg/m³),SO₂ (µg/m³),CO (mg/m³),O₃ (µg/m³),NH₃ (µg/m³),Temperature (°C),Humidity (%),Wind Speed (km/h),Traffic Density (veh/hr),Industrial Activity (0-100),Green Cover (%),Population Density (per km²),Waste Management Score (0-10),AQI,Outlier
Varanasi,Winter,120.9,192.0,46.3,27.7,2.45,60.0,28.1,12.3,74.2,4.2,4277,37.9,13.0,9192,5.5,224.3,No
Bengaluru,PostMonsoon,62.6,88.4,11.2,12.9,2.04,24.4,40.1,30.0,59.9,9.2,6148,45.4,27.5,9327,3.6,120.2,No
Meerut,Summer,84.1,143.5,43.7,7.2,1.53,38.6,5.5,35.9,26.5,19.7,3528,78.3,10.4,7914,8.4,169.0,No
Faridabad,PostMonsoon,120.6,227.1,49.9,5.6,1.21,48.0,20.0,23.1,41.4,19.7,4281,68.4,1.9,11137,7.7,242.2,No
Nashik,Monsoon,34.9,74.9,39.3,12.6,2.03,15.5,21.7,31.5,94.5,15.2,3238,38.9,28.4,4861,7.5,74.7,No
Mumbai,Monsoon,60.5,98.7,27.9,29.3,1.6,44.5,22.0,33.1,75.0,17.3,6180,52.9,24.9,22295,5.3,119.0,No
Lucknow,Monsoon,93.4,239.3,23.5,11.3,1.08,28.1,18.7,25.4,90.5,25.2,4250,49.4,13.6,8698,8.4,253.1,No
Nagpur,Winter,99.3,142.8,52.9,1.4,2.68,31.0,25.2,12.7,76.1,5.4,3245,29.7,20.5,6036,8.4,168.2,No
Kolkata,Winter,144.6,217.9,41.2,9.6,2.33,44.0,37.4,21.6,67.7,5.5,6870,67.6,7.4,21884,8.1,251.4,No
Mumbai,Monsoon,39.7,103.3,18.8,1.1,0.98,48.5,4.4,30.7,70.3,24.4,7436,56.8,13.3,17750,6.4,128.3,No
Visakhapatnam,Winter,103.3,156.2,63.1,21.8,1.84,5.0,19.9,12.9,72.6,7.4,3341,55.7,20.8,7011,6.5,175.1,No
Faridabad,PostMonsoon,102.1,224.8,31.7,28.7,1.63,43.4,17.4,22.5,44.4,13.2,3429,76.4,19.2,9807,7.6,235.9,No
Visakhapatnam,Winter,73.4,123.4,40.5,36.2,2.93,18.1,27.6,18.5,65.3,11.1,4184,32.7,33.5,7074,6.8,138.0,No
Ahmedabad,Winter,112.2,247.2,60.0,27.9,2.24,25.3,24.8,14.0,62.6,4.4,6563,77.3,8.4,7176,4.6,272.3,No
Rajkot,PostMonsoon,58.1,114.4,41.7,16.6,3.03,33.5,14.7,27.8,65.0,14.2,3428,46.3,13.4,6920,5.6,124.4,No
Surat,Monsoon,55.9,64.1,20.4,11.7,1.46,13.2,9.8,25.5,87.0,15.1,5458,53.8,14.3,11376,8.3,99.3,No
Nagpur,Winter,87.2,176.6,43.8,32.3,2.66,28.5,19.4,17.3,70.1,9.0,3683,38.9,15.5,6002,7.3,172.0,No
Mumbai,PostMonsoon,79.9,183.7,67.8,23.3,2.64,53.9,31.1,22.8,60.1,17.5,6996,53.4,14.1,18778,7.9,199.8,No
Indore,Summer,74.6,131.9,36.1,7.1,0.94,61.3,29.1,41.3,26.4,18.7,4446,81.3,21.9,8770,5.5,133.6,No
Allahabad,Summer,68.1,186.1,21.7,126.9,2.29,28.7,108.1,43.4,41.4,10.9,8963,97.7,14.4,8177,7.4,211.5,Yes
Kolkata,PostMonsoon,81.3,128.6,13.4,15.9,2.14,40.1,5.9,27.8,50.7,15.3,5773,73.3,16.9,28160,8.4,162.0,No
Kolkata,Monsoon,45.4,122.7,16.5,13.5,0.95,23.5,8.8,27.2,75.3,26.9,7717,56.6,12.2,17021,6.2,130.4,No
Hyderabad,PostMonsoon,73.3,111.5,48.8,10.6,1.81,22.7,20.6,23.5,55.3,9.9,6043,38.7,23.7,7011,7.6,115.9,No
Mumbai,Monsoon,46.3,99.4,11.5,5.4,1.19,31.2,5.8,29.0,77.9,20.3,7498,62.9,10.5,23937,4.2,123.8,No
Surat,Winter,116.5,220.6,41.1,29.9,2.8,52.7,25.6,19.0,61.9,7.6,4814,83.0,14.6,7734,8.2,238.1,No
Rajkot,PostMonsoon,68.5,115.8,43.3,23.4,2.12,47.1,24.7,20.1,53.7,12.1,3463,63.3,17.5,5204,8.4,122.9,No
Patna,PostMonsoon,194.4,199.9,43.9,13.4,1.92,50.7,27.6,29.0,61.0,8.3,5591,43.8,8.9,10844,4.1,334.7,No
Varanasi,PostMonsoon,102.0,209.8,30.4,20.7,1.09,24.8,15.9,20.9,59.8,11.9,2743,52.1,10.9,5739,6.8,215.3,No
Nagpur,Monsoon,37.4,53.1,26.1,22.2,1.51,31.7,10.4,25.8,85.5,33.1,4168,42.8,23.1,5781,5.9,71.4,No
Kanpur,Monsoon,69.7,90.4,18.0,6.2,1.19,39.0,9.7,29.1,85.0,16.0,5158,79.4,8.8,8350,4.2,128.6,No
Indore,PostMonsoon,71.9,155.6,29.0,23.1,1.12,46.1,33.5,31.3,44.6,13.3,4211,47.7,18.5,6677,5.8,176.1,No
Ludhiana,Monsoon,74.5,118.6,18.4,9.6,0.93,27.3,25.9,25.4,94.1,22.1,4502,84.2,13.9,7691,8.0,139.5,No
Agra,Winter,151.9,318.6,44.6,20.2,2.4,45.0,33.5,20.9,79.9,4.6,5225,61.3,3.9,8499,4.0,349.4,No
Pune,PostMonsoon,54.8,127.5,36.6,14.0,3.26,31.8,11.6,31.2,58.0,10.7,3760,60.0,18.2,7386,7.5,115.7,No
Indore,PostMonsoon,86.9,145.7,51.6,18.4,2.1,45.6,23.9,20.1,53.3,16.5,4051,52.7,15.2,6942,4.4,163.3,No
Hyderabad,Winter,90.0,151.1,77.2,27.3,2.27,39.6,11.8,19.9,62.7,7.0,3951,49.1,27.5,7375,4.2,165.8,No
Hyderabad,PostMonsoon,50.7,98.3,33.4,19.1,1.98,24.4,23.9,31.3,61.1,14.7,4558,58.0,25.8,8534,7.3,107.1,No
Allahabad,Winter,146.2,226.3,61.2,19.7,1.55,32.2,9.0,17.8,61.1,11.5,3770,67.9,15.2,8600,7.2,258.7,No
Patna,PostMonsoon,176.7,216.3,9.5,10.3,1.35,25.8,40.9,22.6,50.4,12.2,3895,54.9,14.8,10189,8.4,295.7,No
Ahmedabad,Monsoon,29.5,93.6,16.8,14.4,1.42,19.9,31.8,33.1,89.9,26.6,4110,65.3,16.3,10089,5.7,108.3,No
Thane,Summer,43.4,111.5,32.1,2.0,1.95,38.0,1.8,36.7,35.7,17.4,5619,35.7,15.4,13016,5.6,108.1,No
Mumbai,Summer,65.1,132.9,28.4,6.0,1.67,67.6,16.3,36.4,24.8,24.1,6213,62.8,15.5,19350,4.2,145.8,No
Meerut,Monsoon,44.9,113.9,22.9,6.9,1.17,59.5,28.3,26.9,78.3,34.7,3336,66.2,9.8,6525,7.2,115.7,No
Agra,Winter,154.6,257.6,53.8,33.1,4.06,42.4,39.0,19.7,57.6,9.0,4108,53.6,12.8,9736,4.0,279.0,No
Lucknow,Monsoon,66.1,93.9,56.7,21.6,1.69,17.7,10.7,34.8,73.4,23.2,5715,63.7,22.2,9289,6.1,122.6,No
Visakhapatnam,Winter,81.5,127.1,51.2,17.2,2.73,34.0,27.4,15.0,79.0,6.0,3891,51.9,26.0,7995,5.9,146.2,No
Delhi,Summer,122.2,188.1,39.3,9.2,1.94,55.0,22.6,44.7,21.8,23.4,6737,58.9,9.6,7755,5.0,221.3,No
Chennai,Winter,81.6,132.7,91.6,27.3,2.22,39.3,46.1,20.2,73.1,9.0,4666,50.5,23.7,9352,5.1,145.2,No
Chennai,Summer,57.3,87.8,33.6,23.2,0.87,33.0,16.8,40.8,49.5,20.2,6247,59.6,23.5,9254,8.3,110.6,No
Chennai,Winter,95.2,158.3,49.8,27.6,2.38,53.2,29.8,15.6,64.6,4.3,6769,54.7,29.1,12005,4.5,164.4,No
Agra,Monsoon,56.2,186.5,29.4,17.1,1.13,29.2,12.5,34.1,82.8,33.6,3567,60.8,10.2,8714,5.1,190.7,No
Vadodara,PostMonsoon,299.0,529.7,39.3,204.4,1.0,43.4,3.9,51.4,43.4,15.5,2947,70.9,13.5,7977,4.5,500.0,Yes
Faridabad,Summer,117.8,179.6,42.8,12.8,1.52,52.1,14.0,38.5,47.0,19.8,4594,71.2,15.0,10439,5.0,206.7,No
Ghaziabad,Winter,168.8,231.0,39.4,28.9,2.07,18.8,41.7,17.4,56.5,4.8,5458,64.1,1.7,10813,4.2,323.2,No
Allahabad,Winter,137.3,234.5,53.6,25.0,2.46,12.7,27.8,13.7,60.4,4.1,3998,54.3,7.6,7500,5.7,247.8,No
Rajkot,Summer,59.0,112.0,27.0,20.4,1.77,59.0,6.9,38.5,29.7,17.3,4246,60.7,16.8,5916,4.4,117.1,No
Indore,Monsoon,68.4,94.4,23.7,17.8,1.97,31.1,11.1,26.2,77.5,25.9,3562,41.5,21.7,6412,7.2,132.3,No
Kanpur,Winter,221.7,285.7,57.7,27.5,4.05,44.6,23.1,14.6,68.5,10.8,3372,81.0,12.2,8972,7.5,385.6,No
Pune,PostMonsoon,81.2,112.6,25.7,18.8,2.57,44.8,7.7,30.0,42.4,14.4,4669,45.8,26.6,6083,5.3,137.9,No
Mumbai,Winter,87.1,153.6,31.7,25.6,1.59,24.1,26.4,19.0,77.1,6.5,5134,67.7,21.0,19016,6.8,153.9,No
Jaipur,Summer,79.3,109.0,21.5,8.9,1.93,44.3,5.9,39.6,49.3,13.7,3343,54.8,18.4,6994,5.8,149.9,No
Patna,Monsoon,92.5,97.5,17.6,1.0,0.83,22.8,11.4,33.1,73.0,20.1,4651,40.2,9.9,11816,4.2,161.5,No
Chennai,Winter,63.5,482.5,49.0,40.4,7.78,42.0,140.0,47.7,78.6,10.9,3692,59.5,28.3,10409,3.7,498.5,Yes
Delhi,Winter,156.6,279.1,43.6,28.3,3.88,46.7,25.8,17.3,71.3,11.5,6816,79.8,4.0,11725,5.0,305.4,No
Thane,PostMonsoon,46.3,102.7,45.5,24.8,2.74,31.2,4.2,22.6,51.0,18.0,3601,47.1,22.4,15216,5.0,97.9,No
Surat,PostMonsoon,64.4,189.4,38.8,20.1,1.75,46.3,27.8,21.5,64.2,19.8,4168,61.5,17.8,11820,7.1,202.0,No
Mumbai,Monsoon,52.2,116.4,26.4,12.7,0.67,36.3,6.4,32.8,71.8,24.1,7619,39.7,16.6,23429,5.9,152.1,No
Jaipur,PostMonsoon,96.0,161.4,29.7,15.9,1.64,30.3,18.4,30.7,50.4,16.5,4804,56.7,9.4,6433,6.9,166.7,No
Hyderabad,Monsoon,45.2,58.3,30.1,4.2,1.2,49.1,9.3,32.0,78.4,26.0,3352,53.0,20.8,8563,7.4,92.8,No
Thane,Monsoon,39.7,50.6,8.3,1.0,2.02,31.3,23.4,29.5,81.6,33.8,3431,40.2,18.5,13270,7.6,68.2,No
Ghaziabad,Winter,181.1,315.8,57.1,30.1,1.42,38.4,17.9,20.9,70.5,10.9,4932,83.0,8.3,10796,5.8,334.4,No
Chennai,Summer,50.7,99.0,43.6,21.1,1.27,22.6,19.9,39.4,32.3,24.7,5398,58.9,25.6,8308,7.4,113.2,No
Allahabad,Summer,86.8,123.0,35.4,20.7,2.0,43.4,25.9,38.7,46.2,20.8,3824,61.1,13.2,7773,8.4,151.0,No
Pune,Monsoon,35.2,77.7,16.2,19.7,1.25,40.9,21.0,29.5,78.5,18.2,5921,32.2,19.9,8560,3.9,89.5,No
Kolkata,Summer,95.3,100.3,64.7,11.8,1.17,67.5,24.0,39.1,20.1,17.5,3764,66.5,19.5,22062,6.1,174.9,No
Amritsar,Winter,143.0,169.6,51.2,24.4,2.7,37.8,33.4,16.0,70.0,9.6,3146,47.3,21.5,5475,4.3,242.6,No
Faridabad,Monsoon,77.9,83.2,13.0,1.0,1.95,29.7,25.1,29.2,88.4,25.4,4968,69.1,10.1,9340,8.0,142.0,No
Nagpur,Summer,78.7,102.7,7.5,28.0,1.8,44.5,18.0,41.7,28.1,15.9,3736,68.0,21.9,7147,6.2,136.8,No
Ahmedabad,PostMonsoon,106.0,463.5,21.9,26.9,2.11,34.0,26.3,31.8,59.5,0.4,6211,79.6,10.0,7225,8.3,484.6,Yes
Chennai,Winter,60.4,166.6,55.2,21.4,3.03,24.3,32.9,12.4,62.6,7.0,5706,45.7,18.1,7808,3.6,181.2,No
Ghaziabad,Monsoon,20.0,49.3,27.1,18.1,0.53,34.2,27.8,34.5,77.5,35.0,5921,71.2,9.5,11648,4.5,52.9,No
Rajkot,Monsoon,43.3,80.4,22.5,3.8,1.54,26.2,22.2,30.5,90.1,32.5,3574,66.6,21.2,5848,4.4,78.9,No
Lucknow,Summer,118.6,165.2,65.0,29.6,0.7,82.4,25.6,40.1,29.6,22.1,4915,52.0,8.7,9595,8.3,214.9,No
Allahabad,Monsoon,61.3,112.7,4.2,11.8,0.53,26.2,14.3,32.2,72.7,20.4,4669,52.9,10.9,7741,5.3,132.0,No
Ahmedabad,Summer,64.7,154.4,40.2,19.1,1.5,57.3,23.9,39.6,23.5,10.4,6272,72.7,13.2,9320,3.8,180.1,No
Meerut,Winter,114.3,228.9,60.0,15.5,2.77,20.3,21.3,20.4,65.7,5.2,3496,56.8,7.7,7792,7.4,242.5,No
Coimbatore,PostMonsoon,37.1,94.6,9.5,19.6,1.93,232.2,103.3,30.1,58.8,9.0,8115,13.3,36.2,4937,5.2,231.2,Yes
Indore,Winter,111.5,195.8,30.1,20.7,2.22,16.4,38.6,14.8,60.7,10.4,2837,64.7,6.8,6073,5.2,212.3,No
Chennai,Monsoon,48.7,59.8,4.8,16.3,1.14,33.9,14.1,32.3,77.7,20.5,5055,66.1,31.5,9720,5.7,87.9,No
Kanpur,Monsoon,86.6,141.4,40.4,15.0,2.23,34.0,13.9,30.7,82.8,16.9,4433,68.4,8.5,9012,3.8,170.6,No
Bengaluru,PostMonsoon,54.6,114.2,31.4,8.3,2.66,26.7,29.1,25.2,62.9,17.0,5962,38.6,32.7,7563,6.5,110.5,No
Varanasi,PostMonsoon,121.2,177.6,38.2,28.5,2.49,29.6,20.9,23.3,60.7,15.0,3559,34.1,11.1,9895,5.3,200.7,No
Lucknow,Monsoon,62.1,116.6,51.5,11.0,0.1,37.1,1.0,27.3,70.7,27.7,4704,62.2,16.4,10220,5.1,134.3,No
Ghaziabad,Summer,138.4,176.2,26.6,2.5,7.19,28.3,14.1,41.0,30.7,18.0,4885,88.2,13.1,13089,7.3,254.3,Yes
Mumbai,Summer,65.9,101.5,27.1,18.1,1.68,50.9,20.7,40.2,28.0,22.8,4640,88.5,20.2,20765,6.4,131.3,No
Meerut,Monsoon,56.0,61.0,44.7,15.0,0.1,41.4,1.0,34.5,70.3,32.6,3893,68.6,11.4,8100,7.3,113.6,No
Hyderabad,Monsoon,33.2,54.8,24.2,11.4,1.05,34.5,5.8,30.7,73.3,27.0,4016,21.8,31.4,8384,7.7,70.9,No
Pune,Monsoon,43.8,58.4,29.6,1.0,0.13,56.5,13.3,32.7,73.0,30.3,6067,40.3,22.6,6901,7.8,78.5,No
Bengaluru,Winter,83.8,143.3,30.2,14.4,1.2,24.1,19.1,17.0,67.9,9.3,5275,41.3,25.2,8695,6.3,166.1,No
Bhopal,Summer,65.6,131.5,26.6,11.2,2.66,45.7,1.7,45.0,30.6,18.9,2180,42.5,24.9,7895,6.5,140.5,No
Bengaluru,Monsoon,38.0,83.8,19.1,4.4,0.42,33.8,1.0,27.6,73.7,18.2,3602,50.5,32.1,8579,5.3,88.8,No
Rajkot,PostMonsoon,66.5,152.8,6.9,25.9,1.32,35.4,19.2,29.7,55.3,8.8,3443,69.0,15.7,7062,5.8,178.0,No
Agra,Monsoon,76.6,137.2,8.9,13.6,6.41,52.4,14.0,29.0,88.4,26.5,3409,90.7,9.9,8064,4.9,168.6,Yes
Indore,PostMonsoon,59.6,125.9,55.8,21.5,0.55,28.2,23.7,21.1,56.0,9.7,3607,45.8,22.3,6470,3.8,132.2,No
Meerut,Winter,139.6,251.5,46.7,22.8,1.02,49.6,15.4,14.7,62.7,9.7,2575,48.0,14.4,6443,7.7,253.4,No
Kanpur,Winter,197.6,310.4,53.2,23.7,1.2,7.6,31.6,13.3,69.4,8.6,5429,66.2,7.0,9021,6.7,349.3,No
Coimbatore,PostMonsoon,46.1,83.8,58.8,23.3,2.33,219.8,164.5,49.2,47.1,10.2,8866,42.4,28.4,6073,7.1,225.3,Yes
Delhi,Monsoon,57.6,122.7,28.5,14.9,2.7,55.4,10.9,33.1,86.6,18.0,6170,69.0,13.3,11578,8.4,145.1,No
Varanasi,Monsoon,27.7,153.1,16.8,28.2,1.54,46.7,10.7,32.0,81.1,33.5,3837,34.8,11.0,8432,5.8,161.0,No
Kanpur,Summer,89.9,178.3,50.7,23.4,2.21,25.5,17.0,43.2,41.6,17.7,3698,83.9,9.3,10111,8.0,192.0,No
Jaipur,Monsoon,48.9,59.0,10.0,16.4,1.73,35.8,11.0,26.6,87.7,26.9,4477,56.2,10.7,6873,8.0,88.6,No
Allahabad,Monsoon,20.9,166.6,4.8,17.9,2.88,25.9,18.8,34.9,82.6,23.0,4035,53.8,19.2,7317,5.8,187.3,No
Jaipur,Winter,132.9,165.1,46.4,38.5,2.84,31.9,34.9,12.5,79.3,4.1,4564,58.2,22.2,8419,4.5,236.6,No
Faridabad,Summer,84.1,191.4,37.9,25.5,1.93,50.1,14.2,38.3,38.3,13.6,6064,80.2,3.6,9655,6.3,211.7,No
Vadodara,Monsoon,28.3,99.6,22.5,1.0,0.52,31.8,12.2,31.2,74.5,22.6,4462,65.7,14.8,6051,4.1,132.2,No
Agra,PostMonsoon,85.5,202.9,19.5,21.1,2.23,39.1,23.5,24.4,60.6,8.6,3115,70.1,16.5,8777,5.7,224.8,No
Surat,Winter,104.3,187.1,49.5,19.3,1.73,35.0,32.4,13.1,67.6,4.5,5329,42.8,13.6,7825,8.4,193.0,No
Patna,Summer,150.8,155.8,19.9,10.7,1.84,47.2,14.4,32.7,40.1,22.0,3237,40.8,7.4,9526,6.1,275.7,No
Lucknow,PostMonsoon,96.5,175.7,46.1,21.1,0.76,47.1,23.2,30.5,43.9,17.6,2951,46.5,9.2,8597,3.9,181.9,No
Nashik,Winter,76.7,122.3,53.8,13.3,2.63,30.3,34.2,15.0,60.4,5.4,3602,61.1,26.7,5059,6.9,125.6,No
Ghaziabad,Winter,137.0,278.8,69.8,28.1,1.33,47.4,27.3,12.7,66.6,4.0,5035,61.2,8.8,9259,7.4,301.1,No
Allahabad,PostMonsoon,97.0,159.0,22.1,19.1,2.53,37.8,21.2,30.7,51.5,17.9,4394,51.5,6.0,8156,6.3,183.2,No
Coimbatore,Monsoon,37.1,63.6,38.3,11.0,1.91,15.6,17.3,32.5,80.3,25.3,2927,47.1,35.2,5485,7.9,67.2,No
Varanasi,PostMonsoon,65.4,204.2,10.3,17.7,2.12,47.5,25.0,26.2,53.9,9.5,3233,13.0,11.4,8970,4.1,222.0,No
Indore,PostMonsoon,77.0,109.0,27.1,10.6,2.85,46.8,23.7,22.4,51.6,17.2,2816,64.2,20.9,6697,7.0,124.2,No
Hyderabad,Monsoon,59.9,78.3,23.3,10.3,1.35,36.0,14.0,26.8,71.9,24.7,5627,70.7,28.7,6198,7.8,106.7,No
Pune,Monsoon,35.5,83.9,26.4,18.1,1.14,41.4,15.1,27.2,81.0,23.9,5024,50.8,26.1,7924,6.0,97.2,No
Faridabad,Winter,173.8,186.6,43.9,28.5,1.09,28.4,25.5,14.6,66.2,6.4,5591,84.4,4.0,11108,5.8,316.4,No
Coimbatore,Summer,40.2,47.0,45.4,15.2,1.41,47.6,17.9,39.6,48.1,23.2,3029,30.1,34.0,5724,7.3,72.0,No
Delhi,Monsoon,107.6,144.9,32.8,19.6,0.94,45.0,7.4,31.2,94.3,21.9,7158,62.4,6.0,13553,4.5,189.8,No
Coimbatore,Summer,35.3,88.4,28.3,13.9,1.74,55.9,36.1,34.1,20.8,22.1,3247,50.4,31.4,5241,4.0,104.8,No
Vadodara,Monsoon,46.7,96.6,34.2,2.1,1.04,34.6,23.9,26.5,78.6,31.9,5135,82.9,17.7,7691,6.5,119.7,No
Nashik,Winter,86.2,133.9,55.2,20.5,1.94,43.3,30.8,10.1,70.3,8.4,3323,48.8,33.5,5967,7.6,159.9,No
Ludhiana,Summer,87.6,186.6,36.9,16.5,2.25,41.4,15.0,36.5,39.8,13.0,4622,76.2,15.2,8751,5.8,208.7,No
Amritsar,Monsoon,50.5,157.1,7.1,1.0,1.85,33.5,18.9,31.5,77.0,25.5,4060,60.6,6.7,7088,8.5,174.0,No
Jaipur,Winter,118.3,200.2,39.1,29.4,2.26,41.2,37.5,16.8,73.9,11.8,5042,55.7,9.7,7121,6.4,223.1,No
Thane,Summer,62.1,131.8,24.8,9.6,1.37,39.8,17.5,38.2,36.8,18.5,4303,58.8,18.4,16414,5.1,129.1,No
Ahmedabad,PostMonsoon,87.5,157.7,25.6,13.9,2.66,33.8,18.1,26.3,43.7,14.9,5940,80.7,12.7,10100,5.3,172.2,No
Surat,Monsoon,62.7,76.9,25.7,1.6,1.34,18.2,19.5,30.0,77.3,33.3,5956,79.4,21.5,9064,7.9,118.8,No
Patna,Winter,141.4,299.8,57.4,16.8,3.12,36.3,27.6,13.7,79.4,9.4,5092,50.3,9.7,10882,8.0,301.6,No
Ludhiana,Winter,162.5,228.8,46.4,22.0,1.65,36.6,23.0,10.1,73.6,9.4,3369,86.7,10.5,8435,5.7,296.6,No
Kolkata,Monsoon,63.3,89.3,18.0,12.1,1.59,32.5,6.9,25.1,80.6,27.0,6371,68.5,18.6,21364,4.1,134.0,No
Hyderabad,Monsoon,25.8,58.0,23.3,9.1,1.34,26.8,23.1,29.4,94.6,27.9,4757,56.0,28.5,8094,7.7,60.0,No
Bhopal,Summer,43.0,87.9,29.3,16.1,1.49,48.6,23.6,43.7,46.5,23.9,2510,46.0,22.0,5853,5.2,91.2,No
Meerut,Summer,108.5,140.7,38.5,18.3,0.99,51.5,9.9,33.2,25.9,13.5,4295,52.3,10.3,8692,7.3,193.7,No
Amritsar,Monsoon,72.0,91.6,49.1,8.0,0.11,41.7,9.2,26.8,89.3,30.0,3516,49.4,13.1,6951,5.0,127.6,No
Varanasi,Winter,122.8,244.7,49.0,23.0,1.49,5.0,18.1,10.5,57.5,4.6,3758,40.2,14.3,7569,6.0,254.2,No
Meerut,Winter,135.6,266.6,67.0,15.2,3.21,32.1,29.7,13.4,78.4,9.7,3519,68.3,12.5,5759,6.2,286.6,No
Chennai,Winter,85.8,169.4,81.1,34.9,2.83,34.8,23.6,20.3,77.2,10.2,7282,43.5,25.4,8154,6.6,181.9,No
Varanasi,Monsoon,55.5,104.0,2.7,16.0,1.53,41.8,12.1,34.8,76.9,33.7,3250,43.8,13.1,9208,3.8,112.2,No
Lucknow,Monsoon,88.4,116.3,37.9,11.9,0.75,23.7,27.6,29.7,86.3,15.1,5499,59.4,5.3,7289,8.5,165.1,No
Varanasi,Summer,108.0,149.8,21.3,19.8,1.0,43.0,25.6,32.3,41.6,19.8,3003,31.6,12.3,7055,3.5,181.6,No
Visakhapatnam,Winter,98.4,128.2,49.3,25.9,2.45,35.6,28.4,19.6,66.7,11.6,4222,60.4,27.6,7644,4.1,176.6,No
Ahmedabad,PostMonsoon,103.6,136.5,52.9,11.6,0.66,46.9,9.9,25.1,56.1,12.1,4987,58.2,8.1,7153,8.0,180.8,No
Ludhiana,PostMonsoon,100.5,197.7,45.6,14.9,2.28,38.5,9.5,30.5,50.7,11.4,4248,83.8,8.5,9838,6.4,220.3,No
Surat,Summer,69.9,100.4,47.3,4.5,2.26,28.5,16.4,44.4,25.7,17.5,3993,69.7,13.2,10252,7.9,129.9,No
Varanasi,Monsoon,61.8,66.8,21.8,17.8,1.84,30.1,3.2,27.4,87.2,32.5,2800,52.7,18.0,6931,6.1,102.7,No
Meerut,Summer,65.1,137.8,6.7,15.6,0.76,40.2,9.7,43.8,32.8,21.8,5181,70.4,11.8,8047,8.2,158.9,No
Allahabad,Winter,165.0,234.5,60.3,15.1,2.03,27.2,29.5,14.7,59.1,6.9,3124,47.7,7.7,8665,5.2,286.0,No
Amritsar,PostMonsoon,103.1,240.2,27.4,15.5,1.09,47.5,20.2,21.7,46.0,10.8,3359,54.7,11.8,7223,6.2,246.2,No
Vadodara,Summer,56.1,115.5,28.4,5.6,0.74,74.9,15.6,38.7,35.0,13.0,4814,70.2,15.2,6143,6.5,128.4,No
Bengaluru,Monsoon,33.1,72.3,39.8,8.0,1.07,23.8,4.1,27.5,89.6,22.8,5499,53.1,33.2,9581,6.6,78.5,No
Bengaluru,Monsoon,45.2,68.2,30.3,16.0,1.12,38.2,10.5,32.7,86.5,27.2,6420,33.1,27.1,6930,7.4,91.5,No
Thane,PostMonsoon,96.2,121.7,40.5,16.7,2.07,27.1,36.2,29.2,56.5,8.6,5978,65.8,19.7,13032,4.4,179.2,No
Meerut,Monsoon,48.7,95.7,38.8,14.6,0.54,39.1,15.1,34.8,74.7,27.2,3449,75.1,10.6,7413,5.0,103.5,No
Lucknow,Monsoon,85.5,95.8,38.5,9.7,1.14,37.1,16.2,26.6,87.1,33.5,4925,71.4,14.2,9220,8.1,162.2,No
Ghaziabad,Winter,139.9,333.9,44.4,13.6,2.09,35.6,38.3,10.8,62.6,9.3,3997,63.0,5.1,12827,7.3,341.0,No
Bengaluru,PostMonsoon,59.7,99.3,54.0,28.0,2.21,16.1,22.3,25.0,45.2,10.7,5041,63.5,32.6,7582,4.5,123.0,No
Amritsar,PostMonsoon,106.3,175.0,35.8,29.6,2.47,34.3,30.6,24.9,44.6,16.4,2835,67.3,16.3,7017,7.9,191.8,No
Bengaluru,Winter,68.1,143.4,42.5,23.2,2.55,24.8,26.6,17.2,76.3,5.9,2819,44.9,27.6,7928,4.2,149.1,No
Hyderabad,Summer,41.0,54.8,25.2,15.5,1.03,44.4,33.9,39.0,45.4,11.7,2965,60.0,32.0,8009,4.0,78.2,No
Meerut,Winter,138.5,258.7,58.0,28.3,2.86,42.2,25.8,16.2,75.5,11.4,4661,38.5,7.6,6967,5.1,264.2,No
Chennai,Summer,52.8,101.4,28.6,15.3,2.01,41.7,36.4,32.8,37.3,10.0,3959,52.4,19.1,10231,5.1,104.0,No
Nashik,Winter,83.2,140.9,22.4,26.6,2.77,21.0,34.6,11.3,74.7,4.9,3565,63.3,25.0,5132,7.1,154.2,No
Delhi,Summer,115.1,141.2,27.0,26.5,0.1,32.7,18.4,38.5,34.4,15.8,6036,40.8,9.1,9405,8.0,212.4,No
Indore,Monsoon,54.2,109.9,28.5,1.0,1.04,21.0,24.7,34.3,72.9,29.0,4949,60.8,11.3,7509,5.9,144.4,No
Thane,Summer,68.8,112.9,37.5,17.7,2.66,47.5,23.6,40.6,24.3,10.2,5173,39.7,17.6,13338,7.1,115.3,No
Ahmedabad,Summer,81.4,98.4,35.5,28.4,0.96,51.9,12.8,38.9,42.7,13.2,3595,50.7,15.1,6677,7.6,141.6,No
Chennai,Monsoon,51.3,56.3,28.2,9.2,0.61,17.3,5.7,30.0,90.2,23.8,3098,42.1,24.8,8631,7.6,79.4,No
Bhopal,Winter,98.7,152.7,46.2,33.7,2.89,47.3,24.2,10.1,62.9,6.5,3766,27.4,26.7,5064,6.4,176.7,No
Thane,Winter,73.6,169.3,40.5,36.6,1.61,31.2,18.5,18.2,77.7,11.2,5182,23.8,22.1,13554,7.6,167.7,No
Bengaluru,PostMonsoon,49.4,120.7,34.0,19.4,2.72,26.7,16.8,22.0,54.9,19.9,5220,42.9,32.5,9117,7.8,120.5,No
Rajkot,Summer,63.1,69.2,19.8,9.8,2.52,41.9,26.1,32.1,38.4,21.0,3553,50.0,14.7,6419,3.9,118.4,No
